t,y0,y1,y2,error_norm,h
32.2322322322,0.7373460933,0.0000100712,0.2626438356,0.1961699943,0.2756581524
32.3323323323,0.7370419205,0.0000100579,0.2629480216,0.1961699943,0.2756581524
32.4324324324,0.7367385456,0.0000100446,0.2632514097,0.1961699943,0.2756581524
32.5325325325,0.7364359641,0.0000100316,0.2635540043,0.1923417410,0.2756581524
32.6326326326,0.7361341718,0.0000100185,0.2638558097,0.1923417410,0.2756581524
32.7327327327,0.7358331642,0.0000100054,0.2641568304,0.1923417410,0.2756581524
32.8328328328,0.7355329369,0.0000099926,0.2644570705,0.1965335468,0.2812961177
32.9329329329,0.7352334859,0.0000099796,0.2647565345,0.1965335468,0.2812961177
33.0330330330,0.7349348067,0.0000099668,0.2650552265,0.1926908928,0.2812961177
33.1331331331,0.7346368952,0.0000099540,0.2653531508,0.1926908928,0.2812961177
33.2332332332,0.7343397473,0.0000099412,0.2656503116,0.1926908928,0.2812961177
33.3333333333,0.7340433585,0.0000099286,0.2659467129,0.1968171093,0.2870114408
33.4334334334,0.7337477252,0.0000099159,0.2662423589,0.1968171093,0.2870114408
33.5335335335,0.7334528431,0.0000099032,0.2665372537,0.1968171093,0.2870114408
33.6336336336,0.7331587080,0.0000098908,0.2668314012,0.1929622716,0.2870114408
33.7337337337,0.7328653162,0.0000098783,0.2671248056,0.1929622716,0.2870114408
33.8338338338,0.7325726635,0.0000098658,0.2674174707,0.1929622716,0.2870114408
33.9339339339,0.7322807460,0.0000098535,0.2677094005,0.1970336835,0.2928129855
34.0340340340,0.7319895599,0.0000098411,0.2680005990,0.1970336835,0.2928129855
34.1341341341,0.7316991013,0.0000098288,0.2682910699,0.1970336835,0.2928129855
34.2342342342,0.7314093662,0.0000098167,0.2685808172,0.1931685518,0.2928129855
34.3343343343,0.7311203510,0.0000098044,0.2688698446,0.1931685518,0.2928129855
34.4344344344,0.7308320518,0.0000097922,0.2691581560,0.1931685518,0.2928129855
34.5345345345,0.7305444648,0.0000097803,0.2694457550,0.1971941849,0.2987087989
34.6346346346,0.7302575864,0.0000097681,0.2697326454,0.1971941849,0.2987087989
34.7347347347,0.7299714129,0.0000097561,0.2700188309,0.1971941849,0.2987087989
34.8348348348,0.7296859405,0.0000097443,0.2703043152,0.1933203726,0.2987087989
34.9349349349,0.7294011658,0.0000097323,0.2705891019,0.1933203726,0.2987087989
35.0350350350,0.7291170850,0.0000097204,0.2708731946,0.1933203726,0.2987087989
35.1351351351,0.7288336945,0.0000097087,0.2711565968,0.1973077670,0.3047062422
35.2352352352,0.7285509909,0.0000096969,0.2714393122,0.1973077670,0.3047062422
35.3353353353,0.7282689707,0.0000096852,0.2717213441,0.1973077670,0.3047062422
35.4354354354,0.7279876302,0.0000096736,0.2720026962,0.1934266549,0.3047062422
35.5355355355,0.7277069661,0.0000096619,0.2722833720,0.1934266549,0.3047062422
35.6356356356,0.7274269750,0.0000096503,0.2725633747,0.1934266549,0.3047062422
35.7357357357,0.7271476533,0.0000096389,0.2728427079,0.1973820987,0.3108121035
35.8358358358,0.7268689978,0.0000096273,0.2731213749,0.1973820987,0.3108121035
35.9359359359,0.7265910051,0.0000096159,0.2733993790,0.1973820987,0.3108121035
36.0360360360,0.7263136717,0.0000096045,0.2736767237,0.1934948719,0.3108121035
36.1361361361,0.7260369946,0.0000095932,0.2739534123,0.1934948719,0.3108121035
36.2362362362,0.7257609703,0.0000095818,0.2742294479,0.1934948719,0.3108121035
36.3363363363,0.7254855956,0.0000095706,0.2745048338,0.1974236005,0.3170326952
36.4364364364,0.7252108672,0.0000095594,0.2747795734,0.1974236005,0.3170326952
36.5365365365,0.7249367821,0.0000095481,0.2750536698,0.1974236005,0.3170326952
36.6366366366,0.7246633369,0.0000095370,0.2753271261,0.1935312802,0.3170326952
36.7367367367,0.7243905285,0.0000095259,0.2755999456,0.1935312802,0.3170326952
36.8368368368,0.7241183538,0.0000095148,0.2758721313,0.1935312802,0.3170326952
36.9369369369,0.7238468097,0.0000095039,0.2761436864,0.1974376449,0.3233739372
37.0370370370,0.7235758931,0.0000094929,0.2764146140,0.1974376449,0.3233739372
37.1371371371,0.7233056009,0.0000094819,0.2766849171,0.1974376449,0.3233739372
37.2372372372,0.7230359302,0.0000094710,0.2769545988,0.1974376449,0.3233739372
37.3373373373,0.7227668777,0.0000094602,0.2772236621,0.1935411140,0.3233739372
37.4374374374,0.7224984407,0.0000094494,0.2774921099,0.1935411140,0.3233739372
37.5375375375,0.7222306161,0.0000094386,0.2777599453,0.1935411140,0.3233739372
37.6376376376,0.7219634008,0.0000094279,0.2780271712,0.1974287251,0.3298414292
37.7377377377,0.7216967922,0.0000094172,0.2782937906,0.1974287251,0.3298414292
37.8378378378,0.7214307871,0.0000094065,0.2785598063,0.1974287251,0.3298414292
37.9379379379,0.7211653828,0.0000093959,0.2788252213,0.1935287514,0.3298414292
38.0380380380,0.7209005763,0.0000093854,0.2790900383,0.1935287514,0.3298414292
38.1381381381,0.7206363649,0.0000093748,0.2793542603,0.1935287514,0.3298414292
38.2382382382,0.7203727457,0.0000093643,0.2796178900,0.1935287514,0.3298414292
38.3383383383,0.7201097158,0.0000093539,0.2798809304,0.1974005976,0.3364405123
38.4384384384,0.7198472725,0.0000093434,0.2801433840,0.1974005976,0.3364405123
38.5385385385,0.7195854131,0.0000093330,0.2804052538,0.1974005976,0.3364405123
38.6386386386,0.7193241348,0.0000093227,0.2806665425,0.1934978519,0.3364405123
38.7387387387,0.7190634349,0.0000093124,0.2809272527,0.1934978519,0.3364405123
38.8388388388,0.7188033106,0.0000093021,0.2811873872,0.1934978519,0.3364405123
38.9389389389,0.7185437594,0.0000092919,0.2814469487,0.1973564026,0.3431763221
39.0390390390,0.7182847785,0.0000092817,0.2817059399,0.1973564026,0.3431763221
39.1391391391,0.7180263652,0.0000092715,0.2819643633,0.1973564026,0.3431763221
39.2392392392,0.7177685170,0.0000092614,0.2822222216,0.1973564026,0.3431763221
39.3393393393,0.7175112313,0.0000092513,0.2824795174,0.1934514746,0.3431763221
39.4394394394,0.7172545054,0.0000092412,0.2827362534,0.1934514746,0.3431763221
39.5395395395,0.7169983368,0.0000092312,0.2829924320,0.1934514746,0.3431763221
39.6396396396,0.7167427230,0.0000092212,0.2832480558,0.1972987638,0.3500538344
39.7397397397,0.7164876613,0.0000092113,0.2835031275,0.1972987638,0.3500538344
39.8398398398,0.7162331493,0.0000092014,0.2837576494,0.1972987638,0.3500538344
39.9399399399,0.7159791845,0.0000091915,0.2840116241,0.1972987638,0.3500538344
40.0400400400,0.7157257644,0.0000091816,0.2842650540,0.1933921756,0.3500538344
40.1401401401,0.7154728865,0.0000091718,0.2845179417,0.1933921756,0.3500538344
40.2402402402,0.7152205484,0.0000091620,0.2847702896,0.1933921756,0.3500538344
40.3403403403,0.7149687477,0.0000091522,0.2850221001,0.1972298736,0.3570779046
40.4404404404,0.7147174818,0.0000091425,0.2852733756,0.1972298736,0.3570779046
40.5405405405,0.7144667485,0.0000091329,0.2855241186,0.1972298736,0.3570779046
40.6406406406,0.7142165454,0.0000091232,0.2857743314,0.1972298736,0.3570779046
40.7407407407,0.7139668701,0.0000091136,0.2860240163,0.1933220906,0.3570779046
40.8408408408,0.7137177202,0.0000091040,0.2862731758,0.1933220906,0.3570779046
40.9409409409,0.7134690934,0.0000090945,0.2865218121,0.1933220906,0.3570779046
41.0410410410,0.7132209875,0.0000090849,0.2867699276,0.1971515637,0.3642533018
41.1411411411,0.7129734000,0.0000090754,0.2870175246,0.1971515637,0.3642533018
41.2412412412,0.7127263286,0.0000090660,0.2872646053,0.1971515637,0.3642533018
41.3413413413,0.7124797713,0.0000090566,0.2875111721,0.1971515637,0.3642533018
41.4414414414,0.7122337257,0.0000090471,0.2877572272,0.1932430037,0.3642533018
41.5415415415,0.7119881894,0.0000090378,0.2880027728,0.1932430037,0.3642533018
41.6416416416,0.7117431604,0.0000090285,0.2882478111,0.1932430037,0.3642533018
41.7417417417,0.7114986364,0.0000090192,0.2884923444,0.1970653639,0.3715847379
41.8418418418,0.7112546152,0.0000090099,0.2887363749,0.1970653639,0.3715847379
41.9419419419,0.7110110946,0.0000090007,0.2889799047,0.1970653639,0.3715847379
42.0420420420,0.7107680725,0.0000089915,0.2892229360,0.1970653639,0.3715847379
42.1421421421,0.7105255468,0.0000089823,0.2894654710,0.1931564052,0.3715847379
42.2422422422,0.7102835151,0.0000089731,0.2897075117,0.1931564052,0.3715847379
42.3423423423,0.7100419755,0.0000089641,0.2899490604,0.1931564052,0.3715847379
42.4424424424,0.7098009259,0.0000089550,0.2901901191,0.1931564052,0.3715847379
42.5425425425,0.7095603642,0.0000089458,0.2904306900,0.1969725522,0.3790768929
42.6426426426,0.7093202881,0.0000089369,0.2906707750,0.1969725522,0.3790768929
42.7427427427,0.7090806958,0.0000089279,0.2909103763,0.1969725522,0.3790768929
42.8428428428,0.7088415851,0.0000089189,0.2911494959,0.1969725522,0.3790768929
42.9429429429,0.7086029541,0.0000089099,0.2913881360,0.1930635401,0.3790768929
43.0430430430,0.7083648006,0.0000089011,0.2916262984,0.1930635401,0.3790768929
43.1431431431,0.7081271226,0.0000088923,0.2918639852,0.1930635401,0.3790768929
43.2432432432,0.7078899183,0.0000088833,0.2921011984,0.1968741959,0.3867344376
43.3433433433,0.7076531855,0.0000088744,0.2923379400,0.1968741959,0.3867344376
43.4434434434,0.7074169222,0.0000088657,0.2925742121,0.1968741959,0.3867344376
43.5435435435,0.7071811266,0.0000088570,0.2928100164,0.1968741959,0.3867344376
43.6436436436,0.7069457968,0.0000088482,0.2930453550,0.1929654480,0.3867344376
43.7437437437,0.7067109307,0.0000088394,0.2932802299,0.1929654480,0.3867344376
43.8438438438,0.7064765262,0.0000088308,0.2935146430,0.1929654480,0.3867344376
43.9439439439,0.7062425817,0.0000088222,0.2937485960,0.1929654480,0.3867344376
44.0440440440,0.7060090954,0.0000088134,0.2939820911,0.1967711862,0.3945620524
44.1441441441,0.7057760651,0.0000088048,0.2942151301,0.1967711862,0.3945620524
44.2442442442,0.7055434889,0.0000087964,0.2944477147,0.1967711862,0.3945620524
44.3443443443,0.7053113651,0.0000087879,0.2946798470,0.1967711862,0.3945620524
44.4444444444,0.7050796920,0.0000087792,0.2949115288,0.1928629970,0.3945620524
44.5445445445,0.7048484675,0.0000087707,0.2951427618,0.1928629970,0.3945620524
44.6446446446,0.7046176897,0.0000087623,0.2953735480,0.1928629970,0.3945620524
44.7447447447,0.7043873570,0.0000087539,0.2956038891,0.1928629970,0.3945620524
44.8448448448,0.7041574677,0.0000087453,0.2958337870,0.1966642674,0.4025644446
44.9449449449,0.7039280196,0.0000087370,0.2960632434,0.1966642674,0.4025644446
45.0450450450,0.7036990111,0.0000087287,0.2962922602,0.1966642674,0.4025644446
45.1451451451,0.7034704405,0.0000087204,0.2965208391,0.1966642674,0.4025644446
45.2452452452,0.7032423062,0.0000087119,0.2967489819,0.1927569122,0.4025644446
45.3453453453,0.7030146061,0.0000087036,0.2969766903,0.1927569122,0.4025644446
45.4454454454,0.7027873384,0.0000086955,0.2972039660,0.1927569122,0.4025644446
45.5455455455,0.7025605017,0.0000086873,0.2974308109,0.1927569122,0.4025644446
45.6456456456,0.7023340944,0.0000086789,0.2976572266,0.1965540608,0.4107463630
45.7457457457,0.7021081144,0.0000086707,0.2978832149,0.1965540608,0.4107463630
45.8458458458,0.7018825600,0.0000086627,0.2981087773,0.1965540608,0.4107463630
45.9459459459,0.7016574296,0.0000086547,0.2983339157,0.1965540608,0.4107463630
46.0460460460,0.7014327219,0.0000086463,0.2985586317,0.1926477988,0.4107463630
46.1461461461,0.7012084348,0.0000086382,0.2987829270,0.1926477988,0.4107463630
46.2462462462,0.7009845665,0.0000086303,0.2990068032,0.1926477988,0.4107463630
46.3463463463,0.7007611157,0.0000086224,0.2992302619,0.1926477988,0.4107463630
46.4464464464,0.7005380810,0.0000086141,0.2994533049,0.1964410849,0.4191126113
46.5465465465,0.7003154602,0.0000086061,0.2996759337,0.1964410849,0.4191126113
46.6466466466,0.7000932517,0.0000085983,0.2998981500,0.1964410849,0.4191126113
46.7467467467,0.6998714542,0.0000085904,0.3001199553,0.1964410849,0.4191126113
46.8468468468,0.6996500663,0.0000085824,0.3003413514,0.1964410849,0.4191126113
46.9469469469,0.6994290860,0.0000085743,0.3005623397,0.1925361621,0.4191126113
47.0470470470,0.6992085117,0.0000085666,0.3007829218,0.1925361621,0.4191126113
47.1471471471,0.6989883418,0.0000085589,0.3010030993,0.1925361621,0.4191126113
47.2472472472,0.6987685752,0.0000085510,0.3012228738,0.1925361621,0.4191126113
47.3473473473,0.6985492102,0.0000085429,0.3014422469,0.1963257726,0.4276680600
47.4474474474,0.6983302448,0.0000085353,0.3016612199,0.1963257726,0.4276680600
47.5475475475,0.6981116777,0.0000085277,0.3018797946,0.1963257726,0.4276680600
47.6476476476,0.6978935076,0.0000085200,0.3020979724,0.1963257726,0.4276680600
47.7477477477,0.6976757331,0.0000085120,0.3023157550,0.1924224237,0.4276680600
47.8478478478,0.6974583521,0.0000085043,0.3025331436,0.1924224237,0.4276680600
47.9479479479,0.6972413633,0.0000084968,0.3027501398,0.1924224237,0.4276680600
48.0480480480,0.6970247655,0.0000084893,0.3029667452,0.1924224237,0.4276680600
48.1481481481,0.6968085573,0.0000084814,0.3031829613,0.1962084848,0.4364176571
48.2482482482,0.6965927369,0.0000084737,0.3033987894,0.1962084848,0.4364176571
48.3483483483,0.6963773026,0.0000084663,0.3036142311,0.1962084848,0.4364176571
48.4484484484,0.6961622533,0.0000084589,0.3038292877,0.1962084848,0.4364176571
48.5485485485,0.6959475879,0.0000084512,0.3040439609,0.1962084848,0.4364176571
48.6486486486,0.6957333045,0.0000084435,0.3042582520,0.1923069352,0.4364176571
48.7487487487,0.6955194015,0.0000084361,0.3044721624,0.1923069352,0.4364176571
48.8488488488,0.6953058777,0.0000084289,0.3046856935,0.1923069352,0.4364176571
48.9489489489,0.6950927319,0.0000084214,0.3048988467,0.1923069352,0.4364176571
49.0490490490,0.6948799627,0.0000084136,0.3051116236,0.1960895226,0.4453664374
49.1491491491,0.6946675683,0.0000084063,0.3053240255,0.1960895226,0.4453664374
49.2492492492,0.6944555473,0.0000083991,0.3055360536,0.1960895226,0.4453664374
49.3493493493,0.6942438986,0.0000083919,0.3057477095,0.1960895226,0.4453664374
49.4494494494,0.6940326211,0.0000083843,0.3059589946,0.1921899898,0.4453664374
49.5495495495,0.6938217131,0.0000083768,0.3061699101,0.1921899898,0.4453664374
49.6496496496,0.6936111729,0.0000083696,0.3063804575,0.1921899898,0.4453664374
49.7497497497,0.6934009994,0.0000083626,0.3065906380,0.1921899898,0.4453664374
49.8498498498,0.6931911917,0.0000083553,0.3068004531,0.1921899898,0.4453664374
49.9499499499,0.6929817483,0.0000083477,0.3070099041,0.1959691367,0.4545195315
50.0500500501,0.6927726673,0.0000083405,0.3072189922,0.1959691367,0.4545195315
50.1501501502,0.6925639476,0.0000083335,0.3074277188,0.1959691367,0.4545195315
50.2502502503,0.6923555882,0.0000083265,0.3076360853,0.1959691367,0.4545195315
50.3503503504,0.6921475880,0.0000083190,0.3078440930,0.1920718320,0.4545195315
50.4504504505,0.6919399452,0.0000083117,0.3080517431,0.1920718320,0.4545195315
50.5505505506,0.6917326584,0.0000083048,0.3082590369,0.1920718320,0.4545195315
50.6506506507,0.6915257265,0.0000082979,0.3084659756,0.1920718320,0.4545195315
50.7507507508,0.6913191485,0.0000082908,0.3086725607,0.1920718320,0.4545195315
50.8508508509,0.6911129232,0.0000082833,0.3088787934,0.1958475361,0.4638821742
50.9509509510,0.6909070488,0.0000082763,0.3090846749,0.1958475361,0.4638821742
51.0510510511,0.6907015240,0.0000082695,0.3092902065,0.1958475361,0.4638821742
51.1511511512,0.6904963480,0.0000082627,0.3094953893,0.1958475361,0.4638821742
51.2512512513,0.6902915197,0.0000082555,0.3097002248,0.1958475361,0.4638821742
51.3513513514,0.6900870376,0.0000082482,0.3099047141,0.1919526652,0.4638821742
51.4514514515,0.6898829002,0.0000082414,0.3101088584,0.1919526652,0.4638821742
51.5515515516,0.6896791063,0.0000082348,0.3103126590,0.1919526652,0.4638821742
51.6516516517,0.6894756551,0.0000082279,0.3105161170,0.1919526652,0.4638821742
51.7517517518,0.6892725456,0.0000082206,0.3107192338,0.1957248944,0.4734597113
51.8518518519,0.6890697759,0.0000082136,0.3109220104,0.1957248944,0.4734597113
51.9519519520,0.6888673449,0.0000082070,0.3111244481,0.1957248944,0.4734597113
52.0520520521,0.6886652515,0.0000082004,0.3113265480,0.1957248944,0.4734597113
52.1521521522,0.6884634949,0.0000081936,0.3115283115,0.1957248944,0.4734597113
52.2522522523,0.6882620741,0.0000081863,0.3117297396,0.1918326587,0.4734597113
52.3523523524,0.6880609870,0.0000081796,0.3119308335,0.1918326587,0.4734597113
52.4524524525,0.6878602326,0.0000081731,0.3121315943,0.1918326587,0.4734597113
52.5525525526,0.6876598102,0.0000081666,0.3123320232,0.1918326587,0.4734597113
52.6526526527,0.6874597189,0.0000081596,0.3125321215,0.1918326587,0.4734597113
52.7527527528,0.6872599573,0.0000081525,0.3127318902,0.1956013561,0.4832576077
52.8528528529,0.6870605237,0.0000081459,0.3129313304,0.1956013561,0.4832576077
52.9529529530,0.6868614171,0.0000081396,0.3131304433,0.1956013561,0.4832576077
53.0530530531,0.6866626369,0.0000081331,0.3133292300,0.1956013561,0.4832576077
53.1531531532,0.6864641821,0.0000081261,0.3135276918,0.1956013561,0.4832576077
53.2532532533,0.6862660512,0.0000081192,0.3137258296,0.1917119529,0.4832576077
53.3533533534,0.6860682428,0.0000081127,0.3139236445,0.1917119529,0.4832576077
53.4534534535,0.6858707559,0.0000081065,0.3141211377,0.1917119529,0.4832576077
53.5535535536,0.6856735897,0.0000081000,0.3143183102,0.1917119529,0.4832576077
53.6536536537,0.6854767436,0.0000080930,0.3145151633,0.1954770410,0.4932814531
53.7537537538,0.6852802158,0.0000080863,0.3147116980,0.1954770410,0.4932814531
53.8538538539,0.6850840048,0.0000080800,0.3149079152,0.1954770410,0.4932814531
53.9539539540,0.6848881101,0.0000080738,0.3151038161,0.1954770410,0.4932814531
54.0540540541,0.6846925308,0.0000080674,0.3152994018,0.1954770410,0.4932814531
54.1541541542,0.6844972661,0.0000080605,0.3154946734,0.1915906647,0.4932814531
54.2542542543,0.6843023142,0.0000080538,0.3156896319,0.1915906647,0.4932814531
54.3543543544,0.6841076740,0.0000080476,0.3158842783,0.1915906647,0.4932814531
54.4544544545,0.6839133447,0.0000080415,0.3160786137,0.1915906647,0.4932814531
54.5545545546,0.6837193256,0.0000080352,0.3162726392,0.1915906647,0.4932814531
54.6546546547,0.6835256159,0.0000080283,0.3164663558,0.1953520483,0.5035369692
54.7547547548,0.6833322137,0.0000080217,0.3166597646,0.1953520483,0.5035369692
54.8548548549,0.6831391180,0.0000080157,0.3168528663,0.1953520483,0.5035369692
54.9549549550,0.6829463280,0.0000080097,0.3170456623,0.1953520483,0.5035369692
55.0550550551,0.6827538431,0.0000080034,0.3172381534,0.1953520483,0.5035369692
55.1551551552,0.6825616626,0.0000079966,0.3174303409,0.1914688905,0.5035369692
55.2552552553,0.6823697845,0.0000079901,0.3176222255,0.1914688905,0.5035369692
55.3553553554,0.6821782077,0.0000079841,0.3178138082,0.1914688905,0.5035369692
55.4554554555,0.6819869317,0.0000079782,0.3180050901,0.1914688905,0.5035369692
55.5555555556,0.6817959558,0.0000079720,0.3181960722,0.1914688905,0.5035369692
55.6556556557,0.6816052792,0.0000079653,0.3183867555,0.1952264600,0.5140300155
55.7557557558,0.6814149002,0.0000079588,0.3185771410,0.1952264600,0.5140300155
55.8558558559,0.6812248176,0.0000079529,0.3187672295,0.1952264600,0.5140300155
55.9559559560,0.6810350308,0.0000079471,0.3189570221,0.1952264600,0.5140300155
56.0560560561,0.6808455391,0.0000079410,0.3191465198,0.1952264600,0.5140300155
56.1561561562,0.6806563420,0.0000079344,0.3193357236,0.1913467101,0.5140300155
56.2562562563,0.6804674377,0.0000079279,0.3195246344,0.1913467101,0.5140300155
56.3563563564,0.6802788249,0.0000079220,0.3197132530,0.1913467101,0.5140300155
56.4564564565,0.6800905032,0.0000079163,0.3199015805,0.1913467101,0.5140300155
56.5565565566,0.6799024718,0.0000079104,0.3200896178,0.1913467101,0.5140300155
56.6566566567,0.6797147301,0.0000079040,0.3202773659,0.1913467101,0.5140300155
56.7567567568,0.6795272768,0.0000078974,0.3204648258,0.1951003436,0.5247665954
56.8568568569,0.6793401103,0.0000078916,0.3206519982,0.1951003436,0.5247665954
56.9569569570,0.6791532300,0.0000078859,0.3208388840,0.1951003436,0.5247665954
57.0570570571,0.6789666354,0.0000078802,0.3210254844,0.1951003436,0.5247665954
57.1571571572,0.6787803259,0.0000078740,0.3212118002,0.1951003436,0.5247665954
57.2572572573,0.6785943003,0.0000078674,0.3213978323,0.1912241890,0.5247665954
57.3573573574,0.6784085570,0.0000078614,0.3215835815,0.1912241890,0.5247665954
57.4574574575,0.6782230953,0.0000078559,0.3217690488,0.1912241890,0.5247665954
57.5575575576,0.6780379147,0.0000078503,0.3219542350,0.1912241890,0.5247665954
57.6576576577,0.6778530145,0.0000078443,0.3221391412,0.1912241890,0.5247665954
57.7577577578,0.6776683941,0.0000078377,0.3223237682,0.1949737547,0.5357528621
57.8578578579,0.6774840515,0.0000078317,0.3225081168,0.1949737547,0.5357528621
57.9579579580,0.6772999860,0.0000078261,0.3226921879,0.1949737547,0.5357528621
58.0580580581,0.6771161970,0.0000078207,0.3228759824,0.1949737547,0.5357528621
58.1581581582,0.6769326839,0.0000078149,0.3230595011,0.1949737547,0.5357528621
58.2582582583,0.6767494464,0.0000078085,0.3232427451,0.1911013811,0.5357528621
58.3583583584,0.6765664826,0.0000078023,0.3234257151,0.1911013811,0.5357528621
58.4584584585,0.6763837914,0.0000077967,0.3236084118,0.1911013811,0.5357528621
58.5585585586,0.6762013723,0.0000077914,0.3237908363,0.1911013811,0.5357528621
58.6586586587,0.6760192248,0.0000077859,0.3239729893,0.1911013811,0.5357528621
58.7587587588,0.6758373484,0.0000077798,0.3241548718,0.1911013811,0.5357528621
58.8588588589,0.6756557420,0.0000077734,0.3243364846,0.1948467385,0.5469951243
58.9589589590,0.6754744039,0.0000077677,0.3245178284,0.1948467385,0.5469951243
59.0590590591,0.6752933336,0.0000077624,0.3246989041,0.1948467385,0.5469951243
59.1591591592,0.6751125305,0.0000077570,0.3248797125,0.1948467385,0.5469951243
59.2592592593,0.6749319941,0.0000077513,0.3250602545,0.1948467385,0.5469951243
59.3593593594,0.6747517240,0.0000077449,0.3252405311,0.1909783302,0.5469951243
59.4594594595,0.6745717182,0.0000077390,0.3254205428,0.1909783302,0.5469951243
59.5595595596,0.6743919759,0.0000077336,0.3256002904,0.1909783302,0.5469951243
59.6596596597,0.6742124966,0.0000077285,0.3257797749,0.1909783302,0.5469951243
59.7597597598,0.6740332799,0.0000077231,0.3259589971,0.1909783302,0.5469951243
59.8598598599,0.6738543252,0.0000077170,0.3261379578,0.1909783302,0.5469951243
59.9599599600,0.6736756315,0.0000077108,0.3263166577,0.1947193319,0.5584998524
60.0600600601,0.6734971971,0.0000077053,0.3264950977,0.1947193319,0.5584998524
60.1601601602,0.6733190215,0.0000077001,0.3266732784,0.1947193319,0.5584998524
60.2602602603,0.6731411043,0.0000076950,0.3268512007,0.1947193319,0.5584998524
60.3603603604,0.6729634451,0.0000076894,0.3270288655,0.1947193319,0.5584998524
60.4604604605,0.6727860432,0.0000076831,0.3272062736,0.1908550719,0.5584998524
60.5605605606,0.6726088971,0.0000076773,0.3273834256,0.1908550719,0.5584998524
60.6606606607,0.6724320057,0.0000076721,0.3275603223,0.1908550719,0.5584998524
60.7607607608,0.6722553685,0.0000076670,0.3277369644,0.1908550719,0.5584998524
60.8608608609,0.6720789853,0.0000076618,0.3279133529,0.1908550719,0.5584998524
60.9609609610,0.6719028555,0.0000076561,0.3280894884,0.1908550719,0.5584998524
61.0610610611,0.6717269783,0.0000076498,0.3282653718,0.1945915645,0.5702736836
61.1611611612,0.6715513519,0.0000076443,0.3284410037,0.1945915645,0.5702736836
61.2612612613,0.6713759758,0.0000076393,0.3286163848,0.1945915645,0.5702736836
61.3613613614,0.6712008496,0.0000076344,0.3287915160,0.1945915645,0.5702736836
61.4614614615,0.6710259729,0.0000076291,0.3289663980,0.1945915645,0.5702736836
61.5615615616,0.6708513453,0.0000076231,0.3291410316,0.1945915645,0.5702736836
61.6616616617,0.6706769653,0.0000076171,0.3293154175,0.1907316348,0.5702736836
61.7617617618,0.6705028317,0.0000076119,0.3294895564,0.1907316348,0.5702736836
61.8618618619,0.6703289441,0.0000076070,0.3296634489,0.1907316348,0.5702736836
61.9619619620,0.6701553020,0.0000076021,0.3298370959,0.1907316348,0.5702736836
62.0620620621,0.6699819051,0.0000075967,0.3300104982,0.1907316348,0.5702736836
62.1621621622,0.6698087530,0.0000075906,0.3301836565,0.1944634601,0.5823234283
62.2622622623,0.6696358438,0.0000075849,0.3303565713,0.1944634601,0.5823234283
62.3623623624,0.6694631766,0.0000075799,0.3305292435,0.1944634601,0.5823234283
62.4624624625,0.6692907512,0.0000075751,0.3307016736,0.1944634601,0.5823234283
62.5625625626,0.6691185672,0.0000075702,0.3308738626,0.1944634601,0.5823234283
62.6626626627,0.6689466241,0.0000075648,0.3310458111,0.1944634601,0.5823234283
62.7627627628,0.6687749215,0.0000075586,0.3312175199,0.1906080413,0.5823234283
62.8628628629,0.6686034574,0.0000075532,0.3313889895,0.1906080413,0.5823234283
62.9629629630,0.6684322311,0.0000075483,0.3315602206,0.1906080413,0.5823234283
63.0630630631,0.6682612425,0.0000075436,0.3317312139,0.1906080413,0.5823234283
63.1631631632,0.6680904911,0.0000075387,0.3319019702,0.1906080413,0.5823234283
63.2632632633,0.6679199766,0.0000075332,0.3320724902,0.1906080413,0.5823234283
63.3633633634,0.6677496982,0.0000075271,0.3322427747,0.1943350372,0.5946560754
63.4634634635,0.6675796541,0.0000075219,0.3324128240,0.1943350372,0.5946560754
63.5635635636,0.6674098438,0.0000075171,0.3325826390,0.1943350372,0.5946560754
63.6636636637,0.6672402671,0.0000075125,0.3327522204,0.1943350372,0.5946560754
63.7637637638,0.6670709236,0.0000075076,0.3329215688,0.1943350372,0.5946560754
63.8638638639,0.6669018130,0.0000075021,0.3330906850,0.1943350372,0.5946560754
63.9639639640,0.6667329343,0.0000074961,0.3332595696,0.1904843093,0.5946560754
64.0640640641,0.6665642859,0.0000074910,0.3334282231,0.1904843093,0.5946560754
64.1641641642,0.6663958674,0.0000074863,0.3335966463,0.1904843093,0.5946560754
64.2642642643,0.6662276784,0.0000074818,0.3337648398,0.1904843093,0.5946560754
64.3643643644,0.6660597187,0.0000074769,0.3339328044,0.1904843093,0.5946560754
64.4644644645,0.6658919879,0.0000074714,0.3341005407,0.1904843093,0.5946560754
64.5645645646,0.6657244852,0.0000074655,0.3342680493,0.1942063103,0.6072787985
64.6646646647,0.6655572087,0.0000074604,0.3344353308,0.1942063103,0.6072787985
64.7647647648,0.6653901583,0.0000074559,0.3346023859,0.1942063103,0.6072787985
64.8648648649,0.6652233335,0.0000074514,0.3347692151,0.1942063103,0.6072787985
64.9649649650,0.6650567341,0.0000074467,0.3349358193,0.1942063103,0.6072787985
65.0650650651,0.6648903597,0.0000074412,0.3351021990,0.1942063103,0.6072787985
65.1651651652,0.6647242097,0.0000074353,0.3352683550,0.1903604523,0.6072787985
65.2652652653,0.6645582821,0.0000074303,0.3354342876,0.1903604523,0.6072787985
65.3653653654,0.6643925767,0.0000074258,0.3355999975,0.1903604523,0.6072787985
