t,m,p,error_norm,h
130.5926481620,0.2185567976,3.8294525948,0.2408032810,0.2324054490
130.6526631658,0.2196708574,3.7827921815,0.2408032810,0.2324054490
130.7126781695,0.2208602652,3.7366794613,0.2408032810,0.2324054490
130.7726931733,0.2221260395,3.6911089708,0.2408032810,0.2324054490
130.8327081770,0.2234692213,3.6460752654,0.2243316187,0.2266782758
130.8927231808,0.2248908748,3.6015729228,0.2243316187,0.2266782758
130.9527381845,0.2263920871,3.5575965435,0.2243316187,0.2266782758
131.0127531883,0.2279739676,3.5141407527,0.2243316187,0.2266782758
131.0727681920,0.2296376482,3.4712002007,0.2354617018,0.2266782758
131.1327831958,0.2313842841,3.4287695656,0.2354617018,0.2266782758
131.1927981995,0.2332150527,3.3868435540,0.2354617018,0.2266782758
131.2528132033,0.2351311533,3.3454169016,0.2191160092,0.2216434034
131.3128282071,0.2371338078,3.3044843747,0.2191160092,0.2216434034
131.3728432108,0.2392242603,3.2640407720,0.2191160092,0.2216434034
131.4328582146,0.2414037767,3.2240809246,0.2191160092,0.2216434034
131.4928732183,0.2436736441,3.1845996970,0.2269550810,0.2216434034
131.5528882221,0.2460351714,3.1455919883,0.2269550810,0.2216434034
131.6129032258,0.2484896889,3.1070527336,0.2269550810,0.2216434034
131.6729182296,0.2510385472,3.0689769037,0.2269550810,0.2216434034
131.7329332333,0.2536831173,3.0313595059,0.2336777005,0.2216434034
131.7929482371,0.2564247907,2.9941955857,0.2336777005,0.2216434034
131.8529632408,0.2592649786,2.9574802269,0.2336777005,0.2216434034
131.9129782446,0.2622051112,2.9212085518,0.2156586387,0.2171531305
131.9729932483,0.2652466373,2.8853757221,0.2156586387,0.2171531305
132.0330082521,0.2683910246,2.8499769397,0.2156586387,0.2171531305
132.0930232558,0.2716397580,2.8150074473,0.2156586387,0.2171531305
132.1530382596,0.2749943396,2.7804625281,0.2194415262,0.2171531305
132.2130532633,0.2784562878,2.7463375066,0.2194415262,0.2171531305
132.2730682671,0.2820271374,2.7126277499,0.2194415262,0.2171531305
132.3330832708,0.2857084377,2.6793286668,0.2194415262,0.2171531305
132.3930982746,0.2895017521,2.6464357089,0.2220885396,0.2171531305
132.4531132783,0.2934086581,2.6139443706,0.2220885396,0.2171531305
132.5131282821,0.2974307455,2.5818501902,0.2220885396,0.2171531305
132.5731432858,0.3015696156,2.5501487493,0.2235867782,0.2171531305
132.6331582896,0.3058268803,2.5188356734,0.2235867782,0.2171531305
132.6931732933,0.3102041618,2.4879066325,0.2235867782,0.2171531305
132.7531882971,0.3147030905,2.4573573413,0.2235867782,0.2171531305
132.8132033008,0.3193253038,2.4271835590,0.2239457427,0.2171531305
132.8732183046,0.3240724461,2.3973810902,0.2239457427,0.2171531305
132.9332333083,0.3289461667,2.3679457849,0.2239457427,0.2171531305
132.9932483121,0.3339481183,2.3388735387,0.2239457427,0.2171531305
133.0532633158,0.3390799557,2.3101602929,0.2232047286,0.2171531305
133.1132783196,0.3443433355,2.2818020353,0.2232047286,0.2171531305
133.1732933233,0.3497399134,2.2537948002,0.2232047286,0.2171531305
133.2333083271,0.3552713423,2.2261346682,0.2214259921,0.2171531305
133.2933233308,0.3609392718,2.1988177670,0.2214259921,0.2171531305
133.3533383346,0.3667453470,2.1718402719,0.2214259921,0.2171531305
133.4133533383,0.3726912046,2.1451984056,0.2214259921,0.2171531305
133.4733683421,0.3787784724,2.1188884380,0.2186922015,0.2171531305
133.5333833458,0.3850087681,2.0929066880,0.2186922015,0.2171531305
133.5933983496,0.3913836967,2.0672495229,0.2186922015,0.2171531305
133.6534133533,0.3979048474,2.0419133585,0.2151007219,0.2171531305
133.7134283571,0.4045737931,2.0168946595,0.2151007219,0.2171531305
133.7734433608,0.4113920885,1.9921899410,0.2151007219,0.2171531305
133.8334583646,0.4183612662,1.9677957679,0.2151007219,0.2171531305
133.8934733683,0.4254828350,1.9437087553,0.2107613544,0.2171531305
133.9534883721,0.4327582788,1.9199255693,0.2107613544,0.2171531305
134.0135033758,0.4401890536,1.8964429277,0.2107613544,0.2171531305
134.0735183796,0.4477765835,1.8732576005,0.2107613544,0.2171531305
134.1335333833,0.4555222595,1.8503664099,0.2057952204,0.2171531305
134.1935483871,0.4634274382,1.8277662314,0.2057952204,0.2171531305
134.2535633908,0.4714934369,1.8054539951,0.2057952204,0.2171531305
134.3135783946,0.4797215308,1.7834266853,0.2003406241,0.2171531305
134.3735933983,0.4881129518,1.7616813418,0.2003406241,0.2171531305
134.4336084021,0.4966688860,1.7402150610,0.2003406241,0.2171531305
134.4936234059,0.5053904682,1.7190249969,0.2003406241,0.2171531305
134.5536384096,0.5142787803,1.6981083613,0.1945486254,0.2171531305
134.6136534134,0.5233348495,1.6774624255,0.1945486254,0.2171531305
134.6736684171,0.5325596441,1.6570845216,0.1945486254,0.2171531305
134.7336834209,0.5419540689,1.6369720435,0.1945486254,0.2171531305
134.7936984246,0.5515189638,1.6171224479,0.1885837436,0.2171531305
134.8537134284,0.5612551014,1.5975332561,0.1885837436,0.2171531305
134.9137284321,0.5711631813,1.5782020558,0.1885837436,0.2171531305
134.9737434359,0.5812438269,1.5591265021,0.1826249934,0.2171531305
135.0337584396,0.5914975838,1.5403043195,0.1826249934,0.2171531305
135.0937734434,0.6019249162,1.5217333038,0.1826249934,0.2171531305
135.1537884471,0.6125262003,1.5034113245,0.1826249934,0.2171531305
135.2138034509,0.6233017235,1.4853363261,0.1768612156,0.2171531305
135.2738184546,0.6342516807,1.4675063308,0.1768612156,0.2171531305
135.3338334584,0.6453761700,1.4499194412,0.1768612156,0.2171531305
135.3938484621,0.6566751871,1.4325738430,0.1714946929,0.2171531305
135.4538634659,0.6681486240,1.4154678068,0.1714946929,0.2171531305
135.5138784696,0.6797962656,1.3985996917,0.1714946929,0.2171531305
135.5738934734,0.6916177827,1.3819679493,0.1714946929,0.2171531305
135.6339084771,0.7036127295,1.3655711256,0.1667378824,0.2171531305
135.6939234809,0.7157805406,1.3494078649,0.1667378824,0.2171531305
135.7539384846,0.7281205267,1.3334769144,0.1667378824,0.2171531305
135.8139534884,0.7406318678,1.3177771281,0.1667378824,0.2171531305
135.8739684921,0.7533136112,1.3023074702,0.1628157689,0.2171531305
135.9339834959,0.7661646685,1.2870670196,0.1628157689,0.2171531305
135.9939984996,0.7791838083,1.2720549768,0.1628157689,0.2171531305
136.0540135034,0.7923696522,1.2572706672,0.1599680491,0.2171531305
136.1140285071,0.8057206716,1.2427135462,0.1599680491,0.2171531305
136.1740435109,0.8192351843,1.2283832057,0.1599680491,0.2171531305
136.2340585146,0.8329113455,1.2142793822,0.1599680491,0.2171531305
136.2940735184,0.8467471457,1.2004019595,0.1584447686,0.2171531305
136.3540885221,0.8607404072,1.1867509775,0.1584447686,0.2171531305
136.4141035259,0.8748887772,1.1733266398,0.1584447686,0.2171531305
136.4741185296,0.8891897214,1.1601293225,0.1585075641,0.2171531305
136.5341335334,0.9036405210,1.1471595789,0.1585075641,0.2171531305
136.5941485371,0.9182382689,1.1344181491,0.1585075641,0.2171531305
136.6541635409,0.9329798599,1.1219059731,0.1585075641,0.2171531305
136.7141785446,0.9478619869,1.1096241958,0.1604260979,0.2171531305
136.7741935484,0.9628811369,1.0975741773,0.1604260979,0.2171531305
136.8342085521,0.9780335847,1.0857575049,0.1604260979,0.2171531305
136.8942235559,0.9933153833,1.0741760072,0.1604260979,0.2171531305
136.9542385596,1.0087223610,1.0628317594,0.1644719338,0.2171531305
137.0142535634,1.0242501161,1.0517270986,0.1644719338,0.2171531305
137.0742685671,1.0398940073,1.0408646396,0.1644719338,0.2171531305
137.1342835709,1.0556491464,1.0302472869,0.1709092515,0.2171531305
137.1942985746,1.0715103942,1.0198782455,0.1709092515,0.2171531305
137.2543135784,1.0874723542,1.0097610379,0.1709092515,0.2171531305
137.3143285821,1.1035293591,0.9998995263,0.1709092515,0.2171531305
137.3743435859,1.1196754675,0.9902979199,0.1799816036,0.2171531305
137.4343585896,1.1359044569,0.9809607944,0.1799816036,0.2171531305
137.4943735934,1.1522098139,0.9718931134,0.1799816036,0.2171531305
137.5543885971,1.1685847223,0.9631002493,0.1799816036,0.2171531305
137.6144036009,1.1850220591,0.9545879942,0.1918944308,0.2171531305
137.6744186047,1.2015143860,0.9463625848,0.1918944308,0.2171531305
137.7344336084,1.2180539346,0.9384307304,0.1918944308,0.2171531305
137.7944486122,1.2346325989,0.9307996286,0.2067931129,0.2171531305
137.8544636159,1.2512419280,0.9234769860,0.2067931129,0.2171531305
137.9144786197,1.2678731151,0.9164710465,0.2067931129,0.2171531305
137.9744936234,1.2845169807,0.9097906242,0.2067931129,0.2171531305
138.0345086272,1.3011639679,0.9034451150,0.2247359283,0.2171531305
138.0945236309,1.3178041313,0.8974445287,0.2247359283,0.2171531305
138.1545386347,1.3344271222,0.8917995244,0.2247359283,0.2171531305
138.2145536384,1.3510221745,0.8865214371,0.2193540303,0.2123329231
138.2745686422,1.3675780983,0.8816222977,0.2193540303,0.2123329231
138.3345836459,1.3840832674,0.8771148716,0.2193540303,0.2123329231
138.3945986497,1.4005255997,0.8730127004,0.2193540303,0.2123329231
138.4546136534,1.4168925496,0.8693301194,0.2399267620,0.2123329231
138.5146286572,1.4331710976,0.8660822939,0.2399267620,0.2123329231
138.5746436609,1.4493477349,0.8632852627,0.2399267620,0.2123329231
138.6346586647,1.4654084476,0.8609559753,0.2291246582,0.2067000018
138.6946736684,1.4813387109,0.8591123128,0.2291246582,0.2067000018
138.7546886722,1.4971234776,0.8577731355,0.2291246582,0.2067000018
138.8147036759,1.5127471628,0.8569583318,0.2291246582,0.2067000018
138.8747186797,1.5281936367,0.8566888413,0.2490603178,0.2067000018
138.9347336834,1.5434462197,0.8569866947,0.2490603178,0.2067000018
138.9947486872,1.5584876741,0.8578750658,0.2490603178,0.2067000018
139.0547636909,1.5733001983,0.8593783128,0.2328043755,0.2008658473
139.1147786947,1.5878654276,0.8615220034,0.2328043755,0.2008658473
139.1747936984,1.6021644375,0.8643329655,0.2328043755,0.2008658473
139.2348087022,1.6161777500,0.8678393438,0.2328043755,0.2008658473
139.2948237059,1.6298853397,0.8720706223,0.2488746878,0.2008658473
139.3548387097,1.6432666523,0.8770576655,0.2488746878,0.2008658473
139.4148537134,1.6563006340,0.8828327779,0.2488746878,0.2008658473
139.4748687172,1.6689657513,0.8894297403,0.2302673977,0.1954657182
139.5348837209,1.6812400276,0.8968838374,0.2302673977,0.1954657182
139.5948987247,1.6931010991,0.9052319071,0.2302673977,0.1954657182
139.6549137284,1.7045262727,0.9145123945,0.2406397006,0.1954657182
139.7149287322,1.7154925758,0.9247653730,0.2406397006,0.1954657182
139.7749437359,1.7259768473,0.9360325778,0.2406397006,0.1954657182
139.8349587397,1.7359558512,0.9483574626,0.2406397006,0.1954657182
139.8949737434,1.7454063404,0.9617852230,0.2155677000,0.1909414808
139.9549887472,1.7543051940,0.9763628240,0.2155677000,0.1909414808
140.0150037509,1.7626295825,0.9921390355,0.2155677000,0.1909414808
140.0750187547,1.7703570677,1.0091644599,0.2075064096,0.1909414808
140.1350337584,1.7774657719,1.0274915622,0.2075064096,0.1909414808
140.1950487622,1.7839345944,1.0471746793,0.2075064096,0.1909414808
140.2550637659,1.7897433539,1.0682700372,0.1873296875,0.1909414808
140.3150787697,1.7948729726,1.0908357817,0.1873296875,0.1909414808
140.3750937734,1.7993057228,1.1149319788,0.1873296875,0.1909414808
140.4351087772,1.8030254101,1.1406206008,0.1525094626,0.1909414808
140.4951237809,1.8060175420,1.1679655434,0.1525094626,0.1909414808
140.5551387847,1.8082695729,1.1970326352,0.1525094626,0.1909414808
140.6151537884,1.8097710958,1.2278895865,0.1174146127,0.1955643882
140.6751687922,1.8105139684,1.2606059770,0.1174146127,0.1955643882
140.7351837959,1.8104925142,1.2952532634,0.1174146127,0.1955643882
140.7951987997,1.8097036656,1.3319047066,0.1174146127,0.1955643882
140.8552138035,1.8081470251,1.3706353308,0.0868790859,0.2043783673
140.9152288072,1.8058249876,1.4115218883,0.0868790859,0.2043783673
140.9752438110,1.8027427623,1.4546427820,0.0868790859,0.2043783673
141.0352588147,1.7989083716,1.5000780008,0.1572660050,0.2181760490
141.0952738185,1.7943326454,1.5479090239,0.1572660050,0.2181760490
141.1552888222,1.7890291407,1.5982187389,0.1572660050,0.2181760490
141.2153038260,1.7830139899,1.6510913069,0.1572660050,0.2181760490
141.2753188297,1.7763058313,1.7066120832,0.2035790585,0.2092348018
141.3353338335,1.7689256301,1.7648674461,0.2035790585,0.2092348018
141.3953488372,1.7608963997,1.8259446435,0.2035790585,0.2092348018
141.4553638410,1.7522430353,1.8899316617,0.2224942357,0.2029479111
141.5153788447,1.7429921060,1.9569170168,0.2224942357,0.2029479111
141.5753938485,1.7331715551,2.0269895516,0.2224942357,0.2029479111
141.6354088522,1.7228103916,2.1002382226,0.2179783039,0.1984728546
141.6954238560,1.7119385379,2.1767519179,0.2179783039,0.1984728546
141.7554388597,1.7005865297,2.2566191090,0.2179783039,0.1984728546
141.8154538635,1.6887851982,2.3399276004,0.2179783039,0.1984728546
141.8754688672,1.6765655209,2.4267643525,0.2148048655,0.1984728546
141.9354838710,1.6639583897,2.5172150231,0.2148048655,0.1984728546
141.9954988747,1.6509943605,2.6113636159,0.2148048655,0.1984728546
142.0555138785,1.6377034925,2.7092922609,0.1964627943,0.1984728546
142.1155288822,1.6241152193,2.8110807969,0.1964627943,0.1984728546
142.1755438860,1.6102581785,2.9168062178,0.1964627943,0.1984728546
142.2355588897,1.5961600775,3.0265423258,0.1732049540,0.1984728546
142.2955738935,1.5818476377,3.1403594428,0.1732049540,0.1984728546
142.3555888972,1.5673465030,3.2583237261,0.1732049540,0.1984728546
142.4156039010,1.5526811670,3.3804965793,0.1732049540,0.1984728546
142.4756189047,1.5378749477,3.5069344183,0.1515341580,0.1984728546
142.5356339085,1.5229499661,3.6376880262,0.1515341580,0.1984728546
142.5956489122,1.5079271313,3.7728017193,0.1515341580,0.1984728546
142.6556639160,1.4928261371,3.9123129742,0.1348545182,0.1984728546
142.7156789197,1.4776654815,4.0562519571,0.1348545182,0.1984728546
142.7756939235,1.4624624921,4.2046405720,0.1348545182,0.1984728546
142.8357089272,1.4472333500,4.3574917822,0.1394777692,0.2033308605
142.8957239310,1.4319931187,4.5148092657,0.1394777692,0.2033308605
142.9557389347,1.4167557946,4.6765865738,0.1394777692,0.2033308605
143.0157539385,1.4015343554,4.8428060925,0.1394777692,0.2033308605
143.0757689422,1.3863407842,5.0134387366,0.1317134678,0.2033308605
143.1357839460,1.3711861326,5.1884432662,0.1317134678,0.2033308605
143.1957989497,1.3560805749,5.3677651802,0.1317134678,0.2033308605
143.2558139535,1.3410334437,5.5513361682,0.1381482251,0.2076146434
143.3158289572,1.3260532766,5.7390736711,0.1381482251,0.2076146434
143.3758439610,1.3111478749,5.9308799357,0.1381482251,0.2076146434
143.4358589647,1.2963243511,6.1266412061,0.1381482251,0.2076146434
143.4958739685,1.2815891549,6.3262274926,0.1271197442,0.2076146434
143.5558889722,1.2669481310,6.5294918841,0.1271197442,0.2076146434
143.6159039760,1.2524065660,6.7362698184,0.1271197442,0.2076146434
143.6759189797,1.2379692138,6.9463788474,0.1277403708,0.2128816827
143.7359339835,1.2236403354,7.1596183287,0.1277403708,0.2128816827
143.7959489872,1.2094237417,7.3757690498,0.1277403708,0.2128816827
143.8559639910,1.1953228280,7.5945931203,0.1277403708,0.2128816827
143.9159789947,1.1813405913,7.8158339761,0.0828788563,0.2128816827
143.9759939985,1.1674796707,8.0392165102,0.0828788563,0.2128816827
144.0360090023,1.1537423790,8.2644475043,0.0828788563,0.2128816827
144.0960240060,1.1401307197,8.4912158172,0.0199622583,0.2303058304
144.1560390098,1.1266464115,8.7191931469,0.0199622583,0.2303058304
144.2160540135,1.1132909140,8.9480350119,0.0199622583,0.2303058304
144.2760690173,1.1000654543,9.1773820162,0.0199622583,0.2303058304
144.3360840210,1.0869710343,9.4068603977,0.1194085420,0.2500000000
144.3960990248,1.0740084536,9.6360840590,0.1194085420,0.2500000000
144.4561140285,1.0611783279,9.8646557312,0.1194085420,0.2500000000
144.5161290323,1.0484811092,10.0921703618,0.1194085420,0.2500000000
144.5761440360,1.0359170888,10.3182156155,0.0738211923,0.2215207108
144.6361590398,1.0234864156,10.5423743556,0.0738211923,0.2215207108
144.6961740435,1.0111891102,10.7642269166,0.0738211923,0.2215207108
144.7561890473,0.9990250773,10.9833553471,0.0738211923,0.2215207108
144.8162040510,0.9869941103,11.1993443968,0.1545073709,0.2422558815
144.8762190548,0.9750959041,11.4117835661,0.1545073709,0.2422558815
144.9362340585,0.9633300646,11.6202714512,0.1545073709,0.2422558815
144.9962490623,0.9516961184,11.8244186578,0.1545073709,0.2422558815
145.0562640660,0.9401935149,12.0238482148,0.1648498916,0.2298891292
145.1162790698,0.9288216367,12.2181990351,0.1648498916,0.2298891292
145.1762940735,0.9175798065,12.4071295532,0.1648498916,0.2298891292
145.2363090773,0.9064672931,12.5903187412,0.1648498916,0.2298891292
145.2963240810,0.8954833139,12.7674667337,0.1939784472,0.2298891292
145.3563390848,0.8846270421,12.9382982200,0.1939784472,0.2298891292
145.4163540885,0.8738976116,13.1025636867,0.1939784472,0.2298891292
145.4763690923,0.8632941211,13.2600395441,0.1939784472,0.2298891292
145.5363840960,0.8528156366,13.4105287737,0.1299935321,0.2298891292
145.5963990998,0.8424611957,13.5538624921,0.1299935321,0.2298891292
145.6564141035,0.8322298120,13.6898992118,0.1299935321,0.2298891292
145.7164291073,0.8221204773,13.8185247184,0.0654322992,0.2414527625
145.7764441110,0.8121321641,13.9396518447,0.0654322992,0.2414527625
145.8364591148,0.8022638280,14.0532201182,0.0654322992,0.2414527625
145.8964741185,0.7925144116,14.1591940480,0.0654322992,0.2414527625
145.9564891223,0.7828828458,14.2575627041,0.0261297721,0.2500000000
146.0165041260,0.7733680510,14.3483384912,0.0261297721,0.2500000000
146.0765191298,0.7639689400,14.4315561165,0.0261297721,0.2500000000
146.1365341335,0.7546844198,14.5072700670,0.0261297721,0.2500000000
146.1965491373,0.7455133931,14.5755537119,0.0261297721,0.2500000000
146.2565641410,0.7364547590,14.6364983701,0.0273139738,0.2500000000
146.3165791448,0.7275074149,14.6902113753,0.0273139738,0.2500000000
146.3765941485,0.7186702580,14.7368138413,0.0273139738,0.2500000000
146.4366091523,0.7099421864,14.7764394647,0.0273139738,0.2500000000
146.4966241560,0.7013220996,14.8092339587,0.1024046230,0.2500000000
146.5566391598,0.6928088996,14.8353527339,0.1024046230,0.2500000000
146.6166541635,0.6844014921,14.8549593048,0.1024046230,0.2500000000
146.6766691673,0.6760987877,14.8682242024,0.1024046230,0.2500000000
146.7366841710,0.6678997013,14.8753245694,0.0764378509,0.2320858006
146.7966991748,0.6598031539,14.8764419444,0.0764378509,0.2320858006
146.8567141785,0.6518080729,14.8717615423,0.0764378509,0.2320858006
146.9167291823,0.6439133927,14.8614711313,0.0764378509,0.2320858006
146.9767441860,0.6361180551,14.8457605548,0.0883216989,0.2494901817
147.0367591898,0.6284210097,14.8248205504,0.0883216989,0.2494901817
147.0967741935,0.6208212146,14.7988421233,0.0883216989,0.2494901817
147.1567891973,0.6133176368,14.7680155474,0.0883216989,0.2494901817
147.2168042011,0.6059092519,14.7325302178,0.0750767249,0.2500000000
147.2768192048,0.5985950453,14.6925739711,0.0750767249,0.2500000000
147.3368342086,0.5913740121,14.6483325879,0.0750767249,0.2500000000
147.3968492123,0.5842451572,14.5999891374,0.0750767249,0.2500000000
147.4568642161,0.5772074956,14.5477239189,0.0748677050,0.2500000000
147.5168792198,0.5702600530,14.4917141693,0.0748677050,0.2500000000
147.5768942236,0.5634018654,14.4321335998,0.0748677050,0.2500000000
147.6369092273,0.5566319799,14.3691521838,0.0748677050,0.2500000000
147.6969242311,0.5499494541,14.3029361355,0.0761267593,0.2500000000
147.7569392348,0.5433533570,14.2336477073,0.0761267593,0.2500000000
147.8169542386,0.5368427686,14.1614449417,0.0761267593,0.2500000000
147.8769692423,0.5304167802,14.0864816786,0.0761267593,0.2500000000
147.9369842461,0.5240744946,14.0089075472,0.0660145115,0.2500000000
147.9969992498,0.5178150258,13.9288678639,0.0660145115,0.2500000000
148.0570142536,0.5116374996,13.8465035553,0.0660145115,0.2500000000
148.1170292573,0.5055410535,13.7619512464,0.0660145115,0.2500000000
148.1770442611,0.4995248362,13.6753432534,0.0660145115,0.2500000000
148.2370592648,0.4935880085,13.5868075780,0.0558944847,0.2500000000
148.2970742686,0.4877297428,13.4964679409,0.0558944847,0.2500000000
148.3570892723,0.4819492234,13.4044438962,0.0558944847,0.2500000000
148.4171042761,0.4762456463,13.3108508528,0.0558944847,0.2500000000
148.4771192798,0.4706182194,13.2158000972,0.0474229584,0.2500000000
148.5371342836,0.4650661623,13.1193988948,0.0474229584,0.2500000000
148.5971492873,0.4595887069,13.0217506081,0.0474229584,0.2500000000
148.6571642911,0.4541850966,12.9229547669,0.0474229584,0.2500000000
148.7171792948,0.4488545868,12.8231070894,0.0399351509,0.2500000000
148.7771942986,0.4435964449,12.7222996135,0.0399351509,0.2500000000
148.8372093023,0.4384099502,12.6206208054,0.0399351509,0.2500000000
148.8972243061,0.4332943939,12.5181556640,0.0399351509,0.2500000000
148.9572393098,0.4282490792,12.4149857394,0.0342414773,0.2500000000
149.0172543136,0.4232733210,12.3111892713,0.0342414773,0.2500000000
149.0772693173,0.4183664465,12.2068412928,0.0342414773,0.2500000000
149.1372843211,0.4135277947,12.1020137521,0.0342414773,0.2500000000
149.1972993248,0.4087567164,11.9967755330,0.0299277586,0.2500000000
149.2573143286,0.4040525744,11.8911925749,0.0299277586,0.2500000000
149.3173293323,0.3994147435,11.7853279741,0.0299277586,0.2500000000
149.3773443361,0.3948426106,11.6792421102,0.0299277586,0.2500000000
149.4373593398,0.3903355742,11.5729926770,0.0271602968,0.2500000000
149.4973743436,0.3858930449,11.4666347727,0.0271602968,0.2500000000
149.5573893473,0.3815144454,11.3602210044,0.0271602968,0.2500000000
149.6174043511,0.3771992102,11.2538016029,0.0271602968,0.2500000000
149.6774193548,0.3729467858,11.1474244685,0.0271602968,0.2500000000
149.7374343586,0.3687566306,11.0411352297,0.0260717301,0.2500000000
149.7974493623,0.3646282152,10.9349773545,0.0260717301,0.2500000000
149.8574643661,0.3605610219,10.8289922409,0.0260717301,0.2500000000
149.9174793698,0.3565545452,10.7232192804,0.0260717301,0.2500000000
149.9774943736,0.3526082916,10.6176958917,0.0267388712,0.2500000000
150.0375093773,0.3487217795,10.5124576299,0.0267388712,0.2500000000
150.0975243811,0.3448945395,10.4075382573,0.0267388712,0.2500000000
150.1575393848,0.3411261142,10.3029698178,0.0267388712,0.2500000000
150.2175543886,0.3374160584,10.1987826551,0.0290814532,0.2500000000
150.2775693923,0.3337639387,10.0950055108,0.0290814532,0.2500000000
150.3375843961,0.3301693343,9.9916655830,0.0290814532,0.2500000000
150.3975993998,0.3266318364,9.8887886035,0.0290814532,0.2500000000
150.4576144036,0.3231510481,9.7863988500,0.0328958864,0.2500000000
150.5176294074,0.3197265851,9.6845192257,0.0328958864,0.2500000000
150.5776444111,0.3163580754,9.5831713134,0.0328958864,0.2500000000
150.6376594149,0.3130451591,9.4823754478,0.0328958864,0.2500000000
150.6976744186,0.3097874888,9.3821507279,0.0379810973,0.2500000000
150.7576894224,0.3065847294,9.2825150779,0.0379810973,0.2500000000
150.8177044261,0.3034365585,9.1834852975,0.0379810973,0.2500000000
150.8777194299,0.3003426659,9.0850771271,0.0379810973,0.2500000000
150.9377344336,0.2973027541,8.9873052633,0.0442159074,0.2500000000
150.9977494374,0.2943165383,8.8901834009,0.0442159074,0.2500000000
151.0577644411,0.2913837462,8.7937242837,0.0442159074,0.2500000000
151.1177794449,0.2885041186,8.6979397578,0.0442159074,0.2500000000
151.1777944486,0.2856774087,8.6028407922,0.0442159074,0.2500000000
151.2378094524,0.2829033828,8.5084375052,0.0515658108,0.2500000000
151.2978244561,0.2801818201,8.4147392151,0.0515658108,0.2500000000
151.3578394599,0.2775125129,8.3217544811,0.0515658108,0.2500000000
151.4178544636,0.2748952667,8.2294911292,0.0515658108,0.2500000000
151.4778694674,0.2723298999,8.1379562668,0.0600592843,0.2500000000
151.5378844711,0.2698162445,8.0471563314,0.0600592843,0.2500000000
151.5978994749,0.2673541457,7.9570971205,0.0600592843,0.2500000000
151.6579144786,0.2649434623,7.8677838217,0.0600592843,0.2500000000
151.7179294824,0.2625840665,7.7792210203,0.0697655618,0.2500000000
151.7779444861,0.2602758443,7.6914127411,0.0697655618,0.2500000000
151.8379594899,0.2580186955,7.6043624733,0.0697655618,0.2500000000
151.8979744936,0.2558125338,7.5180732006,0.0697655618,0.2500000000
151.9579894974,0.2536572868,7.4325474058,0.0807752371,0.2500000000
152.0180045011,0.2515528961,7.3477871041,0.0807752371,0.2500000000
152.0780195049,0.2494993179,7.2637938659,0.0807752371,0.2500000000
152.1380345086,0.2474965225,7.1805688440,0.0807752371,0.2500000000
152.1980495124,0.2455444946,7.0981127781,0.0931855049,0.2500000000
152.2580645161,0.2436432336,7.0164260201,0.0931855049,0.2500000000
152.3180795199,0.2417927537,6.9355085548,0.0931855049,0.2500000000
152.3780945236,0.2399930840,6.8553600241,0.0931855049,0.2500000000
152.4381095274,0.2382442685,6.7759797322,0.1070880574,0.2500000000
152.4981245311,0.2365463662,6.6973666635,0.1070880574,0.2500000000
152.5581395349,0.2348994518,6.6195195024,0.1070880574,0.2500000000
152.6181545386,0.2333036153,6.5424366533,0.1070880574,0.2500000000
152.6781695424,0.2317589620,6.4661162475,0.1070880574,0.2500000000
152.7381845461,0.2302656132,6.3905561544,0.1225582375,0.2500000000
152.7981995499,0.2288237062,6.3157540011,0.1225582375,0.2500000000
152.8582145536,0.2274333942,6.2417071879,0.1225582375,0.2500000000
152.9182295574,0.2260948467,6.1684128966,0.1225582375,0.2500000000
152.9782445611,0.2248082496,6.0958680971,0.1396446418,0.2500000000
153.0382595649,0.2235738051,6.0240695659,0.1396446418,0.2500000000
153.0982745686,0.2223917328,5.9530138975,0.1396446418,0.2500000000
153.1582895724,0.2212622686,5.8826975143,0.1396446418,0.2500000000
153.2183045761,0.2201856656,5.8131166700,0.1583588742,0.2500000000
153.2783195799,0.2191621943,5.7442674654,0.1583588742,0.2500000000
153.3383345836,0.2181921426,5.6761458581,0.1583588742,0.2500000000
153.3983495874,0.2172758160,5.6087476722,0.1583588742,0.2500000000
153.4583645911,0.2164135379,5.5420686001,0.1786656041,0.2500000000
153.5183795949,0.2156056494,5.4761042156,0.1786656041,0.2500000000
153.5783945986,0.2148525101,5.4108499822,0.1786656041,0.2500000000
153.6384096024,0.2141544980,5.3463012619,0.1786656041,0.2500000000
153.6984246062,0.2135120093,5.2824533170,0.2004734275,0.2500000000
153.7584396099,0.2129254591,5.2193013196,0.2004734275,0.2500000000
153.8184546137,0.2123952816,5.1568403596,0.2004734275,0.2500000000
153.8784696174,0.2119219300,5.0950654522,0.2004734275,0.2500000000
153.9384846212,0.2115058768,5.0339715399,0.2236273263,0.2500000000
153.9984996249,0.2111476139,4.9735534987,0.2236273263,0.2500000000
154.0585146287,0.2108476529,4.9138061464,0.2236273263,0.2500000000
154.1185296324,0.2106065256,4.8547242483,0.2236273263,0.2500000000
154.1785446362,0.2104247834,4.7963025196,0.2236273263,0.2500000000
154.2385596399,0.2103029981,4.7385356291,0.2189527994,0.2440133467
154.2985746437,0.2102417619,4.6814182077,0.2189527994,0.2440133467
154.3585896474,0.2102416879,4.6249448519,0.2189527994,0.2440133467
154.4186046512,0.2103034096,4.5691101270,0.2189527994,0.2440133467
154.4786196549,0.2104275812,4.5139085693,0.2395873976,0.2440133467
