t,m,p,error_norm,h
47.8319579895,0.6896214883,14.7321294291,0.0936084679,0.2500000000
47.8919729932,0.6812577983,14.7501320351,0.0936084679,0.2500000000
47.9519879970,0.6729983083,14.7618902341,0.0795965201,0.2325421678
48.0120030008,0.6648419408,14.7675799069,0.0795965201,0.2325421678
48.0720180045,0.6567876242,14.7673812212,0.0795965201,0.2325421678
48.1320330083,0.6488342931,14.7614776209,0.0795965201,0.2325421678
48.1920480120,0.6409808893,14.7500553472,0.0892319437,0.2467881293
48.2520630158,0.6332263617,14.7333022197,0.0892319437,0.2467881293
48.3120780195,0.6255696674,14.7114070097,0.0892319437,0.2467881293
48.3720930233,0.6180097717,14.6845583097,0.0892319437,0.2467881293
48.4321080270,0.6105456487,14.6529442485,0.0773407964,0.2500000000
48.4921230308,0.6031762813,14.6167518685,0.0773407964,0.2500000000
48.5521380345,0.5959006620,14.5761666901,0.0773407964,0.2500000000
48.6121530383,0.5887177931,14.5313719061,0.0773407964,0.2500000000
48.6721680420,0.5816266864,14.4825481350,0.0708687877,0.2500000000
48.7321830458,0.5746263643,14.4298732633,0.0708687877,0.2500000000
48.7921980495,0.5677158592,14.3735220306,0.0708687877,0.2500000000
48.8522130533,0.5608942143,14.3136656295,0.0708687877,0.2500000000
48.9122280570,0.5541604836,14.2504715944,0.0708687877,0.2500000000
48.9722430608,0.5475137316,14.1841037496,0.0743005807,0.2500000000
49.0322580645,0.5409530342,14.1147219014,0.0743005807,0.2500000000
49.0922730683,0.5344774783,14.0424817214,0.0743005807,0.2500000000
49.1522880720,0.5280861620,13.9675347524,0.0743005807,0.2500000000
49.2123030758,0.5217781949,13.8900283764,0.0674456083,0.2500000000
49.2723180795,0.5155526979,13.8101056377,0.0674456083,0.2500000000
49.3323330833,0.5094088034,13.7279052982,0.0674456083,0.2500000000
49.3923480870,0.5033456555,13.6435618714,0.0674456083,0.2500000000
49.4523630908,0.4973624098,13.5572056174,0.0578377930,0.2500000000
49.5123780945,0.4914582336,13.4689625070,0.0578377930,0.2500000000
49.5723930983,0.4856323061,13.3789543186,0.0578377930,0.2500000000
49.6324081020,0.4798838182,13.2872987204,0.0578377930,0.2500000000
49.6924231058,0.4742119723,13.1941092757,0.0490722481,0.2500000000
49.7524381095,0.4686159829,13.0994954899,0.0490722481,0.2500000000
49.8124531133,0.4630950765,13.0035629092,0.0490722481,0.2500000000
49.8724681170,0.4576484911,12.9064132507,0.0490722481,0.2500000000
49.9324831208,0.4522754768,12.8081444176,0.0413678887,0.2500000000
49.9924981245,0.4469752956,12.7088505772,0.0413678887,0.2500000000
50.0525131283,0.4417472212,12.6086222647,0.0413678887,0.2500000000
50.1125281320,0.4365905395,12.5075465260,0.0413678887,0.2500000000
50.1725431358,0.4315045482,12.4057069497,0.0351986407,0.2500000000
50.2325581395,0.4264885569,12.3031837426,0.0351986407,0.2500000000
50.2925731433,0.4215418870,12.2000538501,0.0351986407,0.2500000000
50.3525881470,0.4166638722,12.0963910890,0.0351986407,0.2500000000
50.4126031508,0.4118538579,11.9922662018,0.0351986407,0.2500000000
50.4726181545,0.4071112013,11.8877469107,0.0303530213,0.2500000000
50.5326331583,0.4024352718,11.7828980538,0.0303530213,0.2500000000
50.5926481620,0.3978254507,11.6777816905,0.0303530213,0.2500000000
50.6526631658,0.3932811312,11.5724571817,0.0303530213,0.2500000000
50.7126781695,0.3888017183,11.4669812230,0.0273170925,0.2500000000
50.7726931733,0.3843866293,11.3614079820,0.0273170925,0.2500000000
50.8327081770,0.3800352933,11.2557891835,0.0273170925,0.2500000000
50.8927231808,0.3757471513,11.1501742054,0.0273170925,0.2500000000
50.9527381845,0.3715216563,11.0446100995,0.0260645039,0.2500000000
51.0127531883,0.3673582734,10.9391417133,0.0260645039,0.2500000000
51.0727681920,0.3632564796,10.8338117646,0.0260645039,0.2500000000
51.1327831958,0.3592157640,10.7286609428,0.0260645039,0.2500000000
51.1927981995,0.3552356276,10.6237279254,0.0266011878,0.2500000000
51.2528132033,0.3513155834,10.5190494776,0.0266011878,0.2500000000
51.3128282071,0.3474551569,10.4146605214,0.0266011878,0.2500000000
51.3728432108,0.3436538852,10.3105942334,0.0266011878,0.2500000000
51.4328582146,0.3399113176,10.2068820629,0.0288444981,0.2500000000
51.4928732183,0.3362270156,10.1035538070,0.0288444981,0.2500000000
51.5528882221,0.3326005530,10.0006376788,0.0288444981,0.2500000000
51.6129032258,0.3290315157,9.8981603941,0.0288444981,0.2500000000
51.6729182296,0.3255195015,9.7961471953,0.0325930125,0.2500000000
51.7329332333,0.3220641209,9.6946219029,0.0325930125,0.2500000000
51.7929482371,0.3186649964,9.5936069852,0.0325930125,0.2500000000
51.8529632408,0.3153217631,9.4931236280,0.0325930125,0.2500000000
51.9129782446,0.3120340683,9.3931917685,0.0325930125,0.2500000000
51.9729932483,0.3088015715,9.2938301247,0.0376385616,0.2500000000
52.0330082521,0.3056239451,9.1950562669,0.0376385616,0.2500000000
52.0930232558,0.3025008738,9.0968866700,0.0376385616,0.2500000000
52.1530382596,0.2994320549,8.9993367544,0.0376385616,0.2500000000
52.2130532633,0.2964171983,8.9024209026,0.0438508288,0.2500000000
52.2730682671,0.2934560266,8.8061525252,0.0438508288,0.2500000000
52.3330832708,0.2905482751,8.7105441008,0.0438508288,0.2500000000
52.3930982746,0.2876936922,8.6156072214,0.0438508288,0.2500000000
52.4531132783,0.2848920387,8.5213526010,0.0511883110,0.2500000000
52.5131282821,0.2821430889,8.4277901313,0.0511883110,0.2500000000
52.5731432858,0.2794466297,8.3349289167,0.0511883110,0.2500000000
52.6331582896,0.2768024614,8.2427773171,0.0511883110,0.2500000000
52.6931732933,0.2742103974,8.1513429553,0.0596752298,0.2500000000
52.7531882971,0.2716702644,8.0606327602,0.0596752298,0.2500000000
52.8132033008,0.2691819024,7.9706529989,0.0596752298,0.2500000000
52.8732183046,0.2667451651,7.8814093155,0.0596752298,0.2500000000
52.9332333083,0.2643599195,7.7929067395,0.0693780233,0.2500000000
52.9932483121,0.2620260464,7.7051497166,0.0693780233,0.2500000000
53.0532633158,0.2597434404,7.6181421397,0.0693780233,0.2500000000
53.1132783196,0.2575120099,7.5318873824,0.0693780233,0.2500000000
53.1732933233,0.2553316775,7.4463883086,0.0803856763,0.2500000000
53.2333083271,0.2532023795,7.3616472937,0.0803856763,0.2500000000
53.2933233308,0.2511240668,7.2776662546,0.0803856763,0.2500000000
53.3533383346,0.2490967045,7.1944466765,0.0803856763,0.2500000000
53.4133533383,0.2471202722,7.1119896255,0.0803856763,0.2500000000
53.4733683421,0.2451947639,7.0302957608,0.0927943934,0.2500000000
53.5333833458,0.2433201887,6.9493653645,0.0927943934,0.2500000000
53.5933983496,0.2414965702,6.8691983612,0.0927943934,0.2500000000
53.6534133533,0.2397239473,6.7897943336,0.0927943934,0.2500000000
53.7134283571,0.2380023737,6.7111525285,0.1066952054,0.2500000000
53.7734433608,0.2363319187,6.6332718843,0.1066952054,0.2500000000
53.8334583646,0.2347126668,6.5561510458,0.1066952054,0.2500000000
53.8934733683,0.2331447183,6.4797883808,0.1066952054,0.2500000000
53.9534883721,0.2316281890,6.4041819833,0.1221629497,0.2500000000
54.0135033758,0.2301632107,6.3293296961,0.1221629497,0.2500000000
54.0735183796,0.2287499313,6.2552291240,0.1221629497,0.2500000000
54.1335333833,0.2273885149,6.1818776488,0.1221629497,0.2500000000
54.1935483871,0.2260791419,6.1092724325,0.1392457723,0.2500000000
54.2535633908,0.2248220090,6.0374104340,0.1392457723,0.2500000000
54.3135783946,0.2236173303,5.9662884218,0.1392457723,0.2500000000
54.3735933983,0.2224653362,5.8959029871,0.1392457723,0.2500000000
54.4336084021,0.2213662743,5.8262505470,0.1579548265,0.2500000000
54.4936234059,0.2203204095,5.7573273566,0.1579548265,0.2500000000
54.5536384096,0.2193280240,5.6891295209,0.1579548265,0.2500000000
54.6136534134,0.2183894179,5.6216530063,0.1579548265,0.2500000000
54.6736684171,0.2175049087,5.5548936438,0.1782543058,0.2500000000
54.7336834209,0.2166748319,5.4888471372,0.1782543058,0.2500000000
54.7936984246,0.2158995415,5.4235090748,0.1782543058,0.2500000000
54.8537134284,0.2151794096,5.3588749381,0.1782543058,0.2500000000
54.9137284321,0.2145148268,5.2949401065,0.1782543058,0.2500000000
54.9737434359,0.2139062023,5.2316998613,0.2000522995,0.2500000000
55.0337584396,0.2133539644,5.1691493978,0.2000522995,0.2500000000
55.0937734434,0.2128585606,5.1072838314,0.2000522995,0.2500000000
55.1537884471,0.2124204574,5.0460982026,0.2000522995,0.2500000000
55.2138034509,0.2120401407,4.9855874797,0.2231932663,0.2500000000
55.2738184546,0.2117181162,4.9257465686,0.2231932663,0.2500000000
55.3338334584,0.2114549098,4.8665703184,0.2231932663,0.2500000000
55.3938484621,0.2112510669,4.8080535262,0.2231932663,0.2500000000
55.4538634659,0.2111071531,4.7501909383,0.2186716501,0.2440386701
55.5138784696,0.2110237546,4.6929772589,0.2186716501,0.2440386701
55.5738934734,0.2110014783,4.6364071545,0.2186716501,0.2440386701
55.6339084771,0.2110409517,4.5804752584,0.2186716501,0.2440386701
55.6939234809,0.2111428228,4.5251761715,0.2392954500,0.2440386701
55.7539384846,0.2113077612,4.4705044693,0.2392954500,0.2440386701
55.8139534884,0.2115364577,4.4164547059,0.2392954500,0.2440386701
55.8739684921,0.2118296245,4.3630214174,0.2392954500,0.2440386701
55.9339834959,0.2121879949,4.3101991232,0.2267437108,0.2375930518
55.9939984996,0.2126123243,4.2579823307,0.2267437108,0.2375930518
56.0540135034,0.2131033900,4.2063655399,0.2267437108,0.2375930518
56.1140285071,0.2136619912,4.1553432453,0.2267437108,0.2375930518
56.1740435109,0.2142889489,4.1049099372,0.2441911680,0.2375930518
56.2340585146,0.2149851066,4.0550601062,0.2441911680,0.2375930518
56.2940735184,0.2157513304,4.0057882458,0.2441911680,0.2375930518
56.3540885221,0.2165885084,3.9570888551,0.2441911680,0.2375930518
56.4141035259,0.2174975511,3.9089564392,0.2279653462,0.2313326176
56.4741185296,0.2184793918,3.8613855130,0.2279653462,0.2313326176
56.5341335334,0.2195349869,3.8143706037,0.2279653462,0.2313326176
56.5941485371,0.2206653148,3.7679062524,0.2279653462,0.2313326176
56.6541635409,0.2218713769,3.7219870148,0.2418424089,0.2313326176
56.7141785446,0.2231541973,3.6766074646,0.2418424089,0.2313326176
56.7741935484,0.2245148234,3.6317621951,0.2418424089,0.2313326176
56.8342085521,0.2259543247,3.5874458203,0.2418424089,0.2313326176
56.8942235559,0.2274737935,3.5436529758,0.2245412316,0.2256390922
56.9542385596,0.2290743451,3.5003783220,0.2245412316,0.2256390922
57.0142535634,0.2307571177,3.4576165444,0.2245412316,0.2256390922
57.0742685671,0.2325232713,3.4153623550,0.2348625801,0.2256390922
57.1342835709,0.2343739886,3.3736104934,0.2348625801,0.2256390922
57.1942985746,0.2363104752,3.3323557287,0.2348625801,0.2256390922
57.2543135784,0.2383339583,3.2915928604,0.2348625801,0.2256390922
57.3143285821,0.2404456872,3.2513167184,0.2183035108,0.2207224994
57.3743435859,0.2426469327,3.2115221653,0.2183035108,0.2207224994
57.4343585896,0.2449389880,3.1722040973,0.2183035108,0.2207224994
57.4943735934,0.2473231670,3.1333574443,0.2183035108,0.2207224994
57.5543885971,0.2498008044,3.0949771709,0.2253777685,0.2207224994
57.6144036009,0.2523732562,3.0570582777,0.2253777685,0.2207224994
57.6744186047,0.2550418985,3.0195958020,0.2253777685,0.2207224994
57.7344336084,0.2578081274,2.9825848183,0.2253777685,0.2207224994
57.7944486122,0.2606733582,2.9460204379,0.2313190879,0.2207224994
57.8544636159,0.2636390260,2.9098978120,0.2313190879,0.2207224994
57.9144786197,0.2667065841,2.8742121303,0.2313190879,0.2207224994
57.9744936234,0.2698775037,2.8389586220,0.2360545123,0.2207224994
58.0345086272,0.2731532736,2.8041325562,0.2360545123,0.2207224994
58.0945236309,0.2765354002,2.7697292432,0.2360545123,0.2207224994
58.1545386347,0.2800254054,2.7357440344,0.2360545123,0.2207224994
58.2145536384,0.2836248264,2.7021723222,0.2161128923,0.2162739985
58.2745686422,0.2873352160,2.6690095411,0.2161128923,0.2162739985
58.3345836459,0.2911581410,2.6362511685,0.2161128923,0.2162739985
58.3945986497,0.2950951806,2.6038927241,0.2161128923,0.2162739985
58.4546136534,0.2991479267,2.5719297703,0.2180858483,0.2162739985
58.5146286572,0.3033179829,2.5403579135,0.2180858483,0.2162739985
58.5746436609,0.3076069631,2.5091728038,0.2180858483,0.2162739985
58.6346586647,0.3120164898,2.4783701350,0.2189463208,0.2162739985
58.6946736684,0.3165481944,2.4479456453,0.2189463208,0.2162739985
58.7546886722,0.3212037158,2.4178951178,0.2189463208,0.2162739985
58.8147036759,0.3259846977,2.3882143804,0.2189463208,0.2162739985
58.8747186797,0.3308927888,2.3588993057,0.2187169685,0.2162739985
58.9347336834,0.3359296415,2.3299458125,0.2187169685,0.2162739985
58.9947486872,0.3410969102,2.3013498650,0.2187169685,0.2162739985
59.0547636909,0.3463962487,2.2731074732,0.2174483214,0.2162739985
59.1147786947,0.3518293104,2.2452146935,0.2174483214,0.2162739985
59.1747936984,0.3573977468,2.2176676290,0.2174483214,0.2162739985
59.2348087022,0.3631032041,2.1904624297,0.2174483214,0.2162739985
59.2948237059,0.3689473225,2.1635952922,0.2152120466,0.2162739985
59.3548387097,0.3749317352,2.1370624608,0.2152120466,0.2162739985
59.4148537134,0.3810580660,2.1108602279,0.2152120466,0.2162739985
59.4748687172,0.3873279261,2.0849849336,0.2152120466,0.2162739985
59.5348837209,0.3937429140,2.0594329662,0.2120981416,0.2162739985
59.5948987247,0.4003046133,2.0342007630,0.2120981416,0.2162739985
59.6549137284,0.4070145896,2.0092848109,0.2120981416,0.2162739985
59.7149287322,0.4138743883,1.9846816456,0.2082087656,0.2162739985
59.7749437359,0.4208855334,1.9603878531,0.2082087656,0.2162739985
59.8349587397,0.4280495256,1.9364000701,0.2082087656,0.2162739985
59.8949737434,0.4353678375,1.9127149843,0.2082087656,0.2162739985
59.9549887472,0.4428419132,1.8893293345,0.2036541586,0.2162739985
60.0150037509,0.4504731661,1.8662399118,0.2036541586,0.2162739985
60.0750187547,0.4582629752,1.8434435602,0.2036541586,0.2162739985
60.1350337584,0.4662126820,1.8209371772,0.1985607034,0.2162739985
60.1950487622,0.4743235893,1.7987177138,0.1985607034,0.2162739985
60.2550637659,0.4825969589,1.7767821762,0.1985607034,0.2162739985
60.3150787697,0.4910340060,1.7551276267,0.1985607034,0.2162739985
60.3750937734,0.4996358982,1.7337511836,0.1930681645,0.2162739985
60.4351087772,0.5084037532,1.7126500229,0.1930681645,0.2162739985
60.4951237809,0.5173386353,1.6918213792,0.1930681645,0.2162739985
60.5551387847,0.5264415503,1.6712625471,0.1930681645,0.2162739985
60.6151537884,0.5357134449,1.6509708816,0.1873299635,0.2162739985
60.6751687922,0.5451552037,1.6309437997,0.1873299635,0.2162739985
60.7351837959,0.5547676439,1.6111787824,0.1873299635,0.2162739985
60.7951987997,0.5645515125,1.5916733754,0.1815128175,0.2162739985
60.8552138035,0.5745074840,1.5724251908,0.1815128175,0.2162739985
60.9152288072,0.5846361578,1.5534319087,0.1815128175,0.2162739985
60.9752438110,0.5949380513,1.5346912798,0.1815128175,0.2162739985
61.0352588147,0.6054135987,1.5162011261,0.1757965985,0.2162739985
61.0952738185,0.6160631485,1.4979593434,0.1757965985,0.2162739985
61.1552888222,0.6268869582,1.4799639040,0.1757965985,0.2162739985
61.2153038260,0.6378851894,1.4622128589,0.1703698104,0.2162739985
61.2753188297,0.6490579066,1.4447043393,0.1703698104,0.2162739985
61.3353338335,0.6604050734,1.4274365600,0.1703698104,0.2162739985
61.3953488372,0.6719265463,1.4104078231,0.1703698104,0.2162739985
61.4553638410,0.6836220716,1.3936165195,0.1654345315,0.2162739985
61.5153788447,0.6954912832,1.3770611326,0.1654345315,0.2162739985
61.5753938485,0.7075336977,1.3607402420,0.1654345315,0.2162739985
61.6354088522,0.7197487080,1.3446525279,0.1654345315,0.2162739985
61.6954238560,0.7321355817,1.3287967731,0.1612024410,0.2162739985
61.7554388597,0.7446934580,1.3131718678,0.1612024410,0.2162739985
61.8154538635,0.7574213400,1.2977768157,0.1612024410,0.2162739985
61.8754688672,0.7703180917,1.2826107368,0.1578981482,0.2162739985
61.9354838710,0.7833824346,1.2676728721,0.1578981482,0.2162739985
61.9954988747,0.7966129440,1.2529625897,0.1578981482,0.2162739985
62.0555138785,0.8100080405,1.2384793916,0.1578981482,0.2162739985
62.1155288822,0.8235659883,1.2242229169,0.1557585287,0.2162739985
62.1755438860,0.8372848917,1.2101929489,0.1557585287,0.2162739985
62.2355588897,0.8511626878,1.1963894234,0.1557585287,0.2162739985
62.2955738935,0.8651971409,1.1828124348,0.1550328214,0.2162739985
62.3555888972,0.8793858401,1.1694622417,0.1550328214,0.2162739985
62.4156039010,0.8937261945,1.1563392758,0.1550328214,0.2162739985
62.4756189047,0.9082154243,1.1434441531,0.1550328214,0.2162739985
62.5356339085,0.9228505574,1.1307776784,0.1559774718,0.2162739985
62.5956489122,0.9376284256,1.1183408553,0.1559774718,0.2162739985
62.6556639160,0.9525456580,1.1061348974,0.1559774718,0.2162739985
62.7156789197,0.9675986721,1.0941612401,0.1559774718,0.2162739985
62.7756939235,0.9827836714,1.0824215463,0.1588543214,0.2162739985
62.8357089272,0.9980966404,1.0709177203,0.1588543214,0.2162739985
62.8957239310,1.0135333342,1.0596519228,0.1588543214,0.2162739985
62.9557389347,1.0290892731,1.0486265801,0.1639227028,0.2162739985
63.0157539385,1.0447597386,1.0378443960,0.1639227028,0.2162739985
63.0757689422,1.0605397659,1.0273083675,0.1639227028,0.2162739985
63.1357839460,1.0764241327,1.0170218037,0.1639227028,0.2162739985
63.1957989497,1.0924073556,1.0069883332,0.1714283841,0.2162739985
63.2558139535,1.1084836840,0.9972119224,0.1714283841,0.2162739985
63.3158289572,1.1246470889,0.9876968967,0.1714283841,0.2162739985
63.3758439610,1.1408912541,0.9784479562,0.1815887380,0.2162739985
63.4358589647,1.1572095711,0.9694701892,0.1815887380,0.2162739985
63.4958739685,1.1735951316,0.9607690937,0.1815887380,0.2162739985
63.5558889722,1.1900407124,0.9523506052,0.1815887380,0.2162739985
63.6159039760,1.2065387702,0.9442211078,0.1945738141,0.2162739985
63.6759189797,1.2230814337,0.9363874563,0.1945738141,0.2162739985
63.7359339835,1.2396604922,0.9288570042,0.1945738141,0.2162739985
63.7959489872,1.2562673810,0.9216376301,0.1945738141,0.2162739985
63.8559639910,1.2728931771,0.9147377510,0.2104830118,0.2162739985
63.9159789947,1.2895285886,0.9081663522,0.2104830118,0.2162739985
63.9759939985,1.3061639379,0.9019330232,0.2104830118,0.2162739985
64.0360090023,1.3227891525,0.8960479762,0.2293164110,0.2162739985
64.0960240060,1.3393937564,0.8905220710,0.2293164110,0.2162739985
64.1560390098,1.3559668578,0.8853668496,0.2293164110,0.2162739985
64.2160540135,1.3724971298,0.8805945763,0.2293164110,0.2162739985
64.2760690173,1.3889728051,0.8762182509,0.2224774693,0.2111753701
64.3360840210,1.4053816639,0.8722516477,0.2224774693,0.2111753701
64.3960990248,1.4217110175,0.8687093563,0.2224774693,0.2111753701
64.4561140285,1.4379476942,0.8656068135,0.2432455286,0.2111753701
64.5161290323,1.4540780325,0.8629603272,0.2432455286,0.2111753701
64.5761440360,1.4700878685,0.8607871204,0.2432455286,0.2111753701
64.6361590398,1.4859625176,0.8591053798,0.2432455286,0.2111753701
64.6961740435,1.5016867692,0.8579342750,0.2309981666,0.2054103748
64.7561890473,1.5172448772,0.8572939997,0.2309981666,0.2054103748
64.8162040510,1.5326205493,0.8572058234,0.2309981666,0.2054103748
64.8762190548,1.5477969373,0.8576921273,0.2502478216,0.2054103748
64.9362340585,1.5627566356,0.8587764327,0.2502478216,0.2054103748
64.9962490623,1.5774816784,0.8604834498,0.2502478216,0.2054103748
65.0562640660,1.5919535371,0.8628391335,0.2502478216,0.2054103748
65.1162790698,1.6061531233,0.8658707041,0.2332441474,0.1996097379
65.1762940735,1.6200607978,0.8696066910,0.2332441474,0.1996097379
65.2363090773,1.6336563871,0.8740769916,0.2332441474,0.1996097379
65.2963240810,1.6469191938,0.8793129055,0.2487306066,0.1996097379
65.3563390848,1.6598280223,0.8853471646,0.2487306066,0.1996097379
65.4163540885,1.6723612175,0.8922139851,0.2487306066,0.1996097379
65.4763690923,1.6844967042,0.8999491196,0.2296596773,0.1942884583
65.5363840960,1.6962120245,0.9085898795,0.2296596773,0.1942884583
65.5963990998,1.7074844071,0.9181751734,0.2296596773,0.1942884583
65.6564141035,1.7182908543,0.9287455646,0.2296596773,0.1942884583
65.7164291073,1.7286081929,0.9403432962,0.2349834523,0.1942884583
65.7764441110,1.7384131832,0.9530123216,0.2349834523,0.1942884583
65.8364591148,1.7476826586,0.9667983469,0.2349834523,0.1942884583
65.8964741185,1.7563936059,0.9817488604,0.2095157946,0.1903842741
65.9564891223,1.7645233114,0.9979131649,0.2095157946,0.1903842741
66.0165041260,1.7720495486,1.0153423959,0.2095157946,0.1903842741
66.0765191298,1.7789507104,1.0340895459,0.1962008549,0.1903842741
66.1365341335,1.7852059718,1.0542094972,0.1962008549,0.1903842741
66.1965491373,1.7907955212,1.0757590301,0.1962008549,0.1903842741
66.2565641410,1.7957007412,1.0987968219,0.1694479644,0.1903842741
66.3165791448,1.7999043718,1.1233834687,0.1694479644,0.1903842741
66.3765941485,1.8033907586,1.1495815027,0.1694479644,0.1903842741
66.4366091523,1.8061460621,1.1774553548,0.1279917408,0.1903842741
66.4966241560,1.8081583963,1.2070713536,0.1279917408,0.1903842741
66.5566391598,1.8094180594,1.2384977422,0.1279917408,0.1903842741
66.6166541635,1.8099177191,1.2718046213,0.1279917408,0.1903842741
66.6766691673,1.8096525078,1.3070639180,0.0960698907,0.1982398762
66.7366841710,1.8086201918,1.3443493705,0.0960698907,0.1982398762
66.7966991748,1.8068212691,1.3837364661,0.0960698907,0.1982398762
66.8567141785,1.8042590068,1.4253023912,0.0975310364,0.2101095833
66.9167291823,1.8009395050,1.4691259537,0.0975310364,0.2101095833
66.9767441860,1.7968716721,1.5152875133,0.0975310364,0.2101095833
67.0367591898,1.7920671715,1.5638688992,0.1946669829,0.2171777638
67.0967741935,1.7865403636,1.6149533039,0.1946669829,0.2171777638
67.1567891973,1.7803082126,1.6686251741,0.1946669829,0.2171777638
67.2168042011,1.7733900346,1.7249700542,0.1946669829,0.2171777638
67.2768192048,1.7658074141,1.7840745121,0.2046632926,0.2040273421
67.3368342086,1.7575839918,1.8460259240,0.2046632926,0.2040273421
67.3968492123,1.7487451838,1.9109123139,0.2046632926,0.2040273421
67.4568642161,1.7393179273,1.9788221876,0.2408509573,0.2040273421
67.5168792198,1.7293305049,2.0498443373,0.2408509573,0.2040273421
67.5768942236,1.7188122513,2.1240675707,0.2408509573,0.2040273421
67.6369092273,1.7077932070,2.2015804756,0.2408509573,0.2040273421
67.6969242311,1.6963039832,2.2824712686,0.2128265186,0.1974100712
67.7569392348,1.6843754837,2.3668273710,0.2128265186,0.1974100712
67.8169542386,1.6720386201,2.4547351240,0.2128265186,0.1974100712
67.8769692423,1.6593241368,2.5462795925,0.2017131230,0.1974100712
67.9369842461,1.6462624404,2.6415441441,0.2017131230,0.1974100712
67.9969992498,1.6328833838,2.7406099846,0.2017131230,0.1974100712
68.0570142536,1.6192161030,2.8435558774,0.1809830843,0.1974100712
68.1170292573,1.6052889309,2.9504578243,0.1809830843,0.1974100712
68.1770442611,1.5911292644,3.0613884296,0.1809830843,0.1974100712
68.2370592648,1.5767634517,3.1764164224,0.1809830843,0.1974100712
68.2970742686,1.5622167537,3.2956064296,0.1588454912,0.1974100712
68.3570892723,1.5475132860,3.4190183201,0.1588454912,0.1974100712
68.4171042761,1.5326759742,3.5467064691,0.1588454912,0.1974100712
68.4771192798,1.5177265362,3.6787194629,0.1398175991,0.1974100712
68.5371342836,1.5026854833,3.8150995804,0.1398175991,0.1974100712
68.5971492873,1.4875721253,3.9558818737,0.1398175991,0.1974100712
68.6571642911,1.4724045786,4.1010936307,0.1411149255,0.2019812931
68.7171792948,1.4571997921,4.2507539996,0.1411149255,0.2019812931
68.7771942986,1.4419735855,4.4048731137,0.1411149255,0.2019812931
68.8372093023,1.4267406852,4.5634511762,0.1411149255,0.2019812931
68.8972243061,1.4115147509,4.7264781580,0.1316672475,0.2019812931
68.9572393098,1.3963084333,4.8939330734,0.1316672475,0.2019812931
69.0172543136,1.3811334271,5.0657828564,0.1316672475,0.2019812931
69.0772693173,1.3660004989,5.2419819221,0.1390871579,0.2064394094
69.1372843211,1.3509195442,5.4224716426,0.1390871579,0.2064394094
69.1972993248,1.3358996445,5.6071793131,0.1390871579,0.2064394094
69.2573143286,1.3209491089,5.7960174066,0.1302469373,0.2064394094
69.3173293323,1.3060755109,5.9888832557,0.1302469373,0.2064394094
69.3773443361,1.2912857461,6.1856582748,0.1302469373,0.2064394094
69.4373593398,1.2765860828,6.3862070832,0.1302469373,0.2064394094
69.4973743436,1.2619821847,6.5903772778,0.1305319226,0.2110720009
69.5573893473,1.2474791620,6.7979989504,0.1305319226,0.2110720009
69.6174043511,1.2330816167,7.0088840828,0.1305319226,0.2110720009
69.6774193548,1.2187936724,7.2228262974,0.1107576478,0.2110720009
69.7374343586,1.2046190029,7.4396007351,0.1107576478,0.2110720009
69.7974493623,1.1905608736,7.6589638731,0.1107576478,0.2110720009
69.8574643661,1.1766221774,7.8806536266,0.1107576478,0.2110720009
69.9174793698,1.1628054491,8.1043894143,0.0550216323,0.2196433981
69.9774943736,1.1491128992,8.3298725431,0.0550216323,0.2196433981
70.0375093773,1.1355464437,8.5567869801,0.0550216323,0.2196433981
70.0975243811,1.1221077255,8.7847997827,0.0844876499,0.2487916931
70.1575393848,1.1087981293,9.0135619685,0.0844876499,0.2487916931
70.2175543886,1.0956188060,9.2427095631,0.0844876499,0.2487916931
70.2775693923,1.0825706992,9.4718656813,0.0844876499,0.2487916931
70.3375843961,1.0696545564,9.7006415774,0.0844876499,0.2487916931
70.3975993998,1.0568709389,9.9286379611,0.1165076365,0.2487916931
70.4576144036,1.0442202452,10.1554470207,0.1165076365,0.2487916931
70.5176294074,1.0317027251,10.3806551493,0.1165076365,0.2487916931
70.5776444111,1.0193184927,10.6038459617,0.1165076365,0.2487916931
70.6376594149,1.0070675305,10.8246009072,0.1735393431,0.2487916931
70.6976744186,0.9949497070,11.0425021398,0.1735393431,0.2487916931
70.7576894224,0.9829647868,11.2571364417,0.1735393431,0.2487916931
70.8177044261,0.9711124411,11.4680979759,0.1735393431,0.2487916931
70.8777194299,0.9593922503,11.6749887714,0.3306224831,0.2409189843
70.9377344336,0.9478037161,11.8774228164,0.3306224831,0.2409189843
70.9977494374,0.9363462686,12.0750295103,0.3306224831,0.2409189843
71.0577644411,0.9250192750,12.2674551694,0.3306224831,0.2409189843
71.1177794449,0.9138220411,12.4543636454,0.2013072814,0.2200689824
71.1777944486,0.9027538194,12.6354408325,0.2013072814,0.2200689824
71.2378094524,0.8918138152,12.8103959694,0.2013072814,0.2200689824
71.2978244561,0.8810011917,12.9789622174,0.2013072814,0.2200689824
71.3578394599,0.8703150719,13.1408976698,0.1562692871,0.2268859525
71.4178544636,0.8597545446,13.2959877841,0.1562692871,0.2268859525
71.4778694674,0.8493186685,13.4440450123,0.1562692871,0.2268859525
71.5378844711,0.8390064754,13.5849090629,0.0859027497,0.2329252484
71.5978994749,0.8288169726,13.7184471627,0.0859027497,0.2329252484
71.6579144786,0.8187491461,13.8445541248,0.0859027497,0.2329252484
71.7179294824,0.8088019647,13.9631511495,0.0859027497,0.2329252484
